,지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
8,11530, 신도림동,2014,3,1~10,디큐브시티,2011,19,128.41,"    81,867"
9,11530, 신도림동,2014,3,1~10,대림1,1999,10,84.95,"    42,000"
0,11530, 신도림동,2014,4,1~10,SK VIEW,2006,20,84.96,"    43,000"
1,11530, 신도림동,2014,4,1~10,동아3,2000,10,138.412,"    66,000"
2,11530, 신도림동,2014,4,1~10,미성,1987,12,83.67,"    32,000"
3,11530, 신도림동,2014,4,1~10,대림2,2001,9,134.99,"    58,500"
4,11530, 신도림동,2014,4,1~10,대림e-편한세상5,2003,5,84.789,"    48,500"
5,11530, 신도림동,2014,4,1~10,신도림팰러티움,2006,25,84.51,"    34,500"
6,11530, 신도림동,2014,4,1~10,동아2,2000,11,84.908,"    48,000"
7,11530, 신도림동,2014,4,1~10,SK VIEW,2006,22,84.96,"    44,400"
8,11530, 신도림동,2014,4,1~10,현대,1999,5,59.73,"    30,700"
9,11530, 신도림동,2014,4,1~10,대림2,2001,12,84.95,"    43,500"
0,11530, 신도림동,2014,5,1~10,대림e-편한세상4,2003,19,84.78,"    66,000"
1,11530, 신도림동,2014,5,1~10,대림e-편한세상4,2003,18,117.74,"    80,000"
2,11530, 신도림동,2014,5,1~10,SK VIEW,2006,10,84.99,"    37,500"
3,11530, 신도림동,2014,5,1~10,대림e-편한세상7차,2004,24,84.928,"    52,500"
4,11530, 신도림동,2014,5,1~10,신도림팰러티움,2006,12,84.94,"    33,300"
5,11530, 신도림동,2014,5,1~10,신도림우성3,1993,12,84.75,"    42,800"
6,11530, 신도림동,2014,5,1~10,신도림우성3,1993,6,84.75,"    42,000"
7,11530, 신도림동,2014,5,1~10,디큐브시티,2011,24,128.41,"    81,500"
8,11530, 신도림동,2014,5,1~10,동아2,2000,7,84.908,"    45,800"
9,11530, 신도림동,2014,5,1~10,신도림팰러티움,2006,17,84.94,"    33,900"
0,11530, 신도림동,2014,6,1~10,대림e-편한세상5,2003,4,84.789,"    50,000"
1,11530, 신도림동,2014,6,1~10,미성,1987,2,52.45,"    16,000"
2,11530, 신도림동,2014,6,1~10,대림1,1999,25,59.88,"    31,250"
3,11530, 신도림동,2014,6,1~10,대림2,2001,6,59.9,"    34,400"
4,11530, 신도림동,2014,6,1~10,대림2,2001,10,59.88,"    32,100"
5,11530, 신도림동,2014,6,1~10,SK VIEW,2006,23,84.96,"    41,900"
6,11530, 신도림동,2014,6,1~10,대림e-편한세상4,2003,14,117.74,"    77,500"
7,11530, 신도림동,2014,6,1~10,대림1,1999,21,59.88,"    31,500"
8,11530, 신도림동,2014,6,1~10,신도림우성5,1994,10,79.56,"    32,850"
9,11530, 신도림동,2014,6,11~20,동아3,2000,17,84.99,"    53,000"
0,11530, 신도림동,2014,7,1~10,현대,1999,6,59.73,"    29,000"
1,11530, 신도림동,2014,7,1~10,대림2,2001,21,84.95,"    46,000"
2,11530, 신도림동,2014,7,1~10,디큐브시티,2011,22,128.41,"    80,000"
3,11530, 신도림동,2014,7,1~10,대림e-편한세상4,2003,17,152.07,"    80,000"
4,11530, 신도림동,2014,7,1~10,대림e-편한세상7차,2004,3,84.928,"    51,500"
5,11530, 신도림동,2014,7,1~10,디큐브시티,2011,34,128.41,"    81,700"
6,11530, 신도림동,2014,7,1~10,신도림대우푸르지오2차,2008,17,121.24,"    77,500"
7,11530, 신도림동,2014,7,1~10,동아3,2000,2,60,"    35,000"
8,11530, 신도림동,2014,7,1~10,현대,1999,4,59.73,"    29,000"
9,11530, 신도림동,2014,7,1~10,대림1,1999,16,59.9,"    34,800"
0,11530, 신도림동,2014,8,1~10,신도림3차푸르지오,2007,14,82.8,"    43,800"
1,11530, 신도림동,2014,8,1~10,디큐브시티,2011,7,59.84,"    49,000"
2,11530, 신도림동,2014,8,1~10,대림e-편한세상4,2003,10,117.74,"    75,200"
3,11530, 신도림동,2014,8,1~10,대림e-편한세상5,2003,10,84.789,"    51,000"
4,11530, 신도림동,2014,8,1~10,신도림3차푸르지오,2007,18,82.8,"    43,800"
5,11530, 신도림동,2014,8,1~10,대림2,2001,3,59.88,"    29,400"
6,11530, 신도림동,2014,8,1~10,동아3,2000,17,60,"    40,500"
7,11530, 신도림동,2014,8,1~10,SK VIEW,2006,11,84.98,"    41,200"
8,11530, 신도림동,2014,8,1~10,대림1,1999,2,59.9,"    30,750"
9,11530, 신도림동,2014,8,1~10,디큐브시티,2011,37,125.36,"    76,560"
0,11530, 신도림동,2014,9,1~10,대림e-편한세상5,2003,15,84.789,"    50,750"
1,11530, 신도림동,2014,9,1~10,대림2,2001,9,134.99,"    59,000"
2,11530, 신도림동,2014,9,1~10,신도림3차푸르지오,2007,4,82.8,"    40,500"
3,11530, 신도림동,2014,9,1~10,대림2,2001,14,59.88,"    32,000"
4,11530, 신도림동,2014,9,1~10,동아1,1999,10,169.199,"    61,500"
5,11530, 신도림동,2014,9,1~10,동아2,2000,19,59.595,"    35,200"
6,11530, 신도림동,2014,9,1~10,미성,1987,8,37.91,"    16,000"
7,11530, 신도림동,2014,9,1~10,디큐브시티,2011,34,128.41,"    80,340"
8,11530, 신도림동,2014,9,1~10,대림e-편한세상4,2003,10,84.78,"    68,250"
9,11530, 신도림동,2014,9,1~10,대림2,2001,18,134.99,"    59,000"
0,11530, 신도림동,2014,10,1~10,대림2,2001,27,84.95,"    45,500"
1,11530, 신도림동,2014,10,1~10,대림e-편한세상4,2003,14,84.78,"    67,500"
2,11530, 신도림동,2014,10,1~10,대림1,1999,24,59.9,"    34,800"
3,11530, 신도림동,2014,10,1~10,현대,1999,15,84.69,"    41,000"
4,11530, 신도림동,2014,10,1~10,SK VIEW,2006,9,84.98,"    41,000"
5,11530, 신도림동,2014,10,1~10,동아3,2000,16,84.99,"    53,500"
6,11530, 신도림동,2014,10,1~10,미성,1987,6,37.91,"    16,500"
7,11530, 신도림동,2014,10,1~10,미성,1987,8,37.91,"    16,300"
8,11530, 신도림동,2014,10,1~10,동아3,2000,25,84.99,"    54,700"
9,11530, 신도림동,2014,10,1~10,동아1,1999,22,59.978,"    37,500"
0,11530, 신도림동,2014,11,1~10,현대,1999,2,64.23,"    32,700"
1,11530, 신도림동,2014,11,1~10,대림e-편한세상4,2003,22,117.74,"    80,500"
2,11530, 신도림동,2014,11,1~10,미성,1987,5,52.45,"    24,000"
3,11530, 신도림동,2014,11,1~10,미성,1987,8,66.03,"    26,800"
4,11530, 신도림동,2014,11,1~10,미성,1987,3,66.03,"    24,000"
5,11530, 신도림동,2014,11,1~10,대림1,1999,18,59.88,"    32,000"
6,11530, 신도림동,2014,11,1~10,디큐브시티,2011,50,176.87,"   115,312"
7,11530, 신도림동,2014,11,1~10,신도림3차푸르지오,2007,9,82.8,"    42,600"
8,11530, 신도림동,2014,11,1~10,대림1,1999,2,101.48,"    48,000"
9,11530, 신도림동,2014,11,1~10,동아1,1999,22,169.199,"    59,500"
0,11530, 신도림동,2014,12,1~10,대림1,1999,27,59.88,"    30,500"
1,11530, 신도림동,2014,12,1~10,대림e-편한세상7차,2004,15,84.928,"    56,000"
2,11530, 신도림동,2014,12,1~10,대림3,2001,9,84.51,"    42,700"
3,11530, 신도림동,2014,12,1~10,대림1,1999,4,59.88,"    31,300"
4,11530, 신도림동,2014,12,1~10,미성,1987,7,66.03,"    26,500"
5,11530, 신도림동,2014,12,1~10,대림e-편한세상5,2003,10,84.789,"    52,400"
6,11530, 신도림동,2014,12,1~10,대림2,2001,20,84.95,"    44,200"
7,11530, 신도림동,2014,12,1~10,동아2,2000,16,84.908,"    50,350"
8,11530, 신도림동,2014,12,1~10,대림2,2001,10,59.88,"    32,000"
9,11530, 신도림동,2014,12,1~10,동아3,2000,16,60,"    41,500"
0,11530, 신도림동,2015,1,1~10,대림e-편한세상6,2003,8,84.816,"    44,500"
1,11530, 신도림동,2015,1,1~10,대림1,1999,9,59.93,"    33,500"
2,11530, 신도림동,2015,1,1~10,대림1,1999,19,59.88,"    33,300"
3,11530, 신도림동,2015,1,1~10,대림1,1999,18,101.48,"    49,150"
4,11530, 신도림동,2015,1,1~10,대림e-편한세상4,2003,6,84.78,"    70,000"
5,11530, 신도림동,2015,1,1~10,대림1,1999,13,101.48,"    49,300"
6,11530, 신도림동,2015,1,1~10,대림1,1999,27,59.88,"    31,000"
7,11530, 신도림동,2015,1,1~10,동아3,2000,18,60,"    41,000"
8,11530, 신도림동,2015,1,1~10,대림1,1999,7,84.95,"    42,000"
9,11530, 신도림동,2015,1,1~10,대림e-편한세상7차,2004,7,84.928,"    54,600"
0,11530, 신도림동,2015,2,1~10,동아1,1999,14,169.199,"    60,000"
1,11530, 신도림동,2015,2,1~10,미성,1987,3,66.03,"    26,000"
2,11530, 신도림동,2015,2,1~10,대림e-편한세상4,2003,10,84.78,"    68,000"
3,11530, 신도림동,2015,2,1~10,대림2,2001,11,59.88,"    32,000"
4,11530, 신도림동,2015,2,1~10,동아2,2000,6,59.595,"    36,700"
5,11530, 신도림동,2015,2,1~10,미성,1987,4,37.91,"    16,500"
6,11530, 신도림동,2015,2,1~10,미성,1987,6,66.03,"    28,000"
7,11530, 신도림동,2015,2,1~10,동아1,1999,1,59.978,"    34,200"
8,11530, 신도림동,2015,2,1~10,대림e-편한세상5,2003,8,84.789,"    52,900"
9,11530, 신도림동,2015,2,1~10,미성,1987,11,52.45,"    23,000"
0,11530, 신도림동,2015,3,1~10,대림2,2001,6,84.95,"    46,500"
1,11530, 신도림동,2015,3,1~10,대림1,1999,5,59.9,"    34,000"
2,11530, 신도림동,2015,3,1~10,대림e-편한세상6,2003,9,84.816,"    45,000"
3,11530, 신도림동,2015,3,1~10,대림1,1999,24,101.48,"    51,000"
4,11530, 신도림동,2015,3,1~10,디큐브시티,2011,48,176.87,"   119,000"
5,11530, 신도림동,2015,3,1~10,SK VIEW,2006,23,84.98,"    42,800"
6,11530, 신도림동,2015,3,1~10,대림2,2001,27,101.48,"    48,900"
7,11530, 신도림동,2015,3,1~10,동아1,1999,19,84.908,"    50,300"
8,11530, 신도림동,2015,3,1~10,대림e-편한세상7차,2004,10,84.928,"    55,000"
9,11530, 신도림동,2015,3,1~10,대림1,1999,13,59.93,"    35,500"
0,11530, 신도림동,2015,4,1~10,대림2,2001,9,84.95,"    48,500"
1,11530, 신도림동,2015,4,1~10,대림1,1999,25,84.95,"    45,000"
2,11530, 신도림동,2015,4,1~10,SK VIEW,2006,14,84.98,"    43,000"
3,11530, 신도림동,2015,4,1~10,동아3,2000,8,84.99,"    54,700"
4,11530, 신도림동,2015,4,1~10,대림e-편한세상6,2003,13,84.816,"    46,500"
5,11530, 신도림동,2015,4,1~10,대림e-편한세상5,2003,14,84.789,"    53,700"
6,11530, 신도림동,2015,4,1~10,신도림3차푸르지오,2007,10,82.8,"    46,300"
7,11530, 신도림동,2015,4,1~10,동아2,2000,18,59.595,"    37,750"
8,11530, 신도림동,2015,4,1~10,우성1,1992,11,84.96,"    41,000"
9,11530, 신도림동,2015,4,1~10,대림3,2001,20,84.51,"    47,000"
0,11530, 신도림동,2015,5,1~10,동아2,2000,26,84.908,"    51,000"
1,11530, 신도림동,2015,5,1~10,우성1,1992,1,73.18,"    32,100"
2,11530, 신도림동,2015,5,1~10,대림1,1999,20,84.95,"    47,000"
3,11530, 신도림동,2015,5,1~10,대림1,1999,25,59.9,"    35,300"
4,11530, 신도림동,2015,5,1~10,대림e-편한세상5,2003,1,84.789,"    46,500"
5,11530, 신도림동,2015,5,1~10,우성2,1996,6,84.82,"    41,250"
6,11530, 신도림동,2015,5,1~10,신성은하수,1997,3,59.88,"    29,200"
7,11530, 신도림동,2015,5,1~10,미성,1987,7,66.03,"    27,900"
8,11530, 신도림동,2015,5,1~10,동아2,2000,1,84.908,"    49,000"
9,11530, 신도림동,2015,5,1~10,신성은하수,1997,17,84.42,"    36,900"
0,11530, 신도림동,2015,6,1~10,대림2,2001,6,59.82,"    34,400"
1,11530, 신도림동,2015,6,1~10,미성,1987,7,37.91,"    17,900"
2,11530, 신도림동,2015,6,1~10,동아3,2000,7,110.302,"    65,000"
3,11530, 신도림동,2015,6,1~10,동아3,2000,7,60,"    42,750"
4,11530, 신도림동,2015,6,1~10,디큐브시티,2011,9,59.84,"    54,000"
5,11530, 신도림동,2015,6,1~10,신도림팰러티움,2006,12,84.94,"    27,000"
6,11530, 신도림동,2015,6,1~10,동아2,2000,21,84.908,"    51,700"
7,11530, 신도림동,2015,6,1~10,SK VIEW,2006,29,84.96,"    47,400"
8,11530, 신도림동,2015,6,1~10,대림e-편한세상7차,2004,21,84.928,"    57,500"
9,11530, 신도림동,2015,6,1~10,미성,1987,12,66.03,"    29,000"
0,11530, 신도림동,2015,7,1~10,대림2,2001,3,59.9,"    36,000"
1,11530, 신도림동,2015,7,1~10,SK VIEW,2006,22,84.96,"    45,000"
2,11530, 신도림동,2015,7,1~10,동아1,1999,1,169.199,"    60,000"
3,11530, 신도림동,2015,7,1~10,미성,1987,3,52.45,"    24,400"
4,11530, 신도림동,2015,7,1~10,SK VIEW,2006,12,84.98,"    45,000"
5,11530, 신도림동,2015,7,1~10,대림1,1999,23,84.95,"    46,000"
6,11530, 신도림동,2015,7,1~10,대림1,1999,20,59.9,"    35,900"
7,11530, 신도림동,2015,7,1~10,현대,1999,2,76.41,"    32,000"
8,11530, 신도림동,2015,7,1~10,대림e-편한세상5,2003,19,84.789,"    51,000"
9,11530, 신도림동,2015,7,1~10,미성,1987,13,83.67,"    32,500"
0,11530, 신도림동,2015,8,1~10,대림1,1999,5,134.99,"    59,900"
1,11530, 신도림동,2015,8,1~10,동아1,1999,22,169.199,"    59,400"
2,11530, 신도림동,2015,8,1~10,신도림우성3,1993,11,84.75,"    45,200"
3,11530, 신도림동,2015,8,1~10,동아2,2000,10,59.595,"    38,700"
4,11530, 신도림동,2015,8,1~10,동아3,2000,24,84.99,"    56,500"
5,11530, 신도림동,2015,8,1~10,동아2,2000,11,59.595,"    40,000"
6,11530, 신도림동,2015,8,1~10,대림e-편한세상4,2003,5,152.07,"    89,500"
7,11530, 신도림동,2015,8,1~10,미성,1987,3,83.67,"    35,000"
8,11530, 신도림동,2015,8,1~10,대림e-편한세상4,2003,16,152.07,"    87,700"
9,11530, 신도림동,2015,8,1~10,현대,1999,1,76.41,"    31,000"
0,11530, 신도림동,2015,9,1~10,신도림대우푸르지오2차,2008,9,121.24,"    78,000"
1,11530, 신도림동,2015,9,1~10,신도림3차푸르지오,2007,3,90.08,"    52,500"
2,11530, 신도림동,2015,9,1~10,미성,1987,12,37.91,"    18,800"
3,11530, 신도림동,2015,9,1~10,미성,1987,3,66.03,"    27,500"
4,11530, 신도림동,2015,9,1~10,SK VIEW,2006,4,84.99,"    45,500"
5,11530, 신도림동,2015,9,1~10,동아2,2000,24,84.908,"    52,800"
6,11530, 신도림동,2015,9,1~10,대림2,2001,16,59.9,"    37,900"
7,11530, 신도림동,2015,9,1~10,동아3,2000,13,164.82,"    68,000"
8,11530, 신도림동,2015,9,1~10,디큐브시티,2011,11,105.45,"    84,200"
9,11530, 신도림동,2015,9,1~10,대림e-편한세상4,2003,14,117.74,"    85,000"
0,11530, 신도림동,2015,10,1~10,신도림3차푸르지오,2007,8,90.08,"    48,100"
1,11530, 신도림동,2015,10,1~10,대림e-편한세상4,2003,24,152.07,"    92,500"
2,11530, 신도림동,2015,10,1~10,대림1,1999,17,59.9,"    39,800"
3,11530, 신도림동,2015,10,1~10,대림1,1999,17,59.88,"    35,500"
4,11530, 신도림동,2015,10,1~10,동아2,2000,3,59.595,"    37,000"
5,11530, 신도림동,2015,10,1~10,우성2,1996,8,84.82,"    41,800"
6,11530, 신도림동,2015,10,1~10,대림e-편한세상7차,2004,3,84.928,"    57,000"
7,11530, 신도림동,2015,10,1~10,동아3,2000,21,84.99,"    55,800"
8,11530, 신도림동,2015,10,1~10,대림e-편한세상5,2003,9,84.789,"    54,500"
9,11530, 신도림동,2015,10,1~10,SK VIEW,2006,26,84.98,"    46,300"
0,11530, 신도림동,2015,11,1~10,대림1,1999,2,59.9,"    36,700"
1,11530, 신도림동,2015,11,1~10,현대,1999,6,59.73,"    35,500"
2,11530, 신도림동,2015,11,1~10,우성2,1996,7,84.82,"    42,150"
3,11530, 신도림동,2015,11,1~10,대림2,2001,5,84.95,"    49,800"
4,11530, 신도림동,2015,11,1~10,신도림3차푸르지오,2007,9,90.08,"    46,500"
5,11530, 신도림동,2015,11,1~10,우성2,1996,1,84.94,"    37,000"
6,11530, 신도림동,2015,11,1~10,신도림우성3,1993,13,84.75,"    46,900"
7,11530, 신도림동,2015,11,1~10,동아1,1999,20,59.978,"    42,000"
8,11530, 신도림동,2015,11,1~10,현대,1999,13,83.76,"    41,700"
9,11530, 신도림동,2015,11,1~10,SK VIEW,2006,7,84.96,"    46,400"
0,11530, 신도림동,2015,12,1~10,현대,1999,4,59.73,"    33,650"
1,11530, 신도림동,2015,12,1~10,대림2,2001,14,84.95,"    49,500"
2,11530, 신도림동,2015,12,1~10,대림1,1999,10,59.9,"    39,600"
3,11530, 신도림동,2015,12,1~10,대림2,2001,2,59.88,"    35,000"
4,11530, 신도림동,2015,12,1~10,대림1,1999,5,84.95,"    46,800"
5,11530, 신도림동,2015,12,1~10,대림3,2001,16,114.55,"    54,000"
6,11530, 신도림동,2015,12,1~10,미성,1987,8,66.03,"    31,600"
7,11530, 신도림동,2015,12,1~10,대림e-편한세상4,2003,15,84.78,"    73,600"
8,11530, 신도림동,2015,12,1~10,동아1,1999,14,148.296,"    64,500"
9,11530, 신도림동,2015,12,1~10,대림1,1999,10,59.93,"    39,600"
0,11530, 신도림동,2016,1,1~10,대림3,2001,3,114.55,"    52,000"
1,11530, 신도림동,2016,1,1~10,신도림우성5,1994,7,79.56,"    39,600"
2,11530, 신도림동,2016,1,1~10,동아1,1999,16,84.908,"    53,000"
3,11530, 신도림동,2016,1,1~10,동아1,1999,8,59.978,"    44,000"
4,11530, 신도림동,2016,1,11~20,대림2,2001,26,84.95,"    53,000"
5,11530, 신도림동,2016,1,11~20,대림1,1999,10,59.9,"    40,800"
6,11530, 신도림동,2016,1,11~20,대림2,2001,17,59.9,"    38,000"
7,11530, 신도림동,2016,1,11~20,동아1,1999,27,84.908,"    50,250"
8,11530, 신도림동,2016,1,11~20,동아1,1999,20,84.908,"    54,000"
9,11530, 신도림동,2016,1,11~20,미성,1987,9,83.67,"    36,300"
0,11530, 신도림동,2016,2,1~10,신도림대우푸르지오2차,2008,12,84.62,"    64,500"
1,11530, 신도림동,2016,2,1~10,신도림팰러티움,2006,20,84.51,"    36,000"
2,11530, 신도림동,2016,2,1~10,동아3,2000,26,84.99,"    56,000"
3,11530, 신도림동,2016,2,1~10,대림2,2001,5,59.82,"    37,500"
4,11530, 신도림동,2016,2,1~10,대림2,2001,1,59.88,"    34,500"
5,11530, 신도림동,2016,2,1~10,대림1,1999,6,59.88,"    36,400"
6,11530, 신도림동,2016,2,1~10,미성,1987,6,52.45,"    27,400"
7,11530, 신도림동,2016,2,1~10,동아2,2000,14,59.595,"    41,500"
8,11530, 신도림동,2016,2,1~10,디큐브시티,2011,5,59.84,"    57,800"
9,11530, 신도림동,2016,2,11~20,대림e-편한세상7차,2004,20,84.928,"    59,000"
0,11530, 신도림동,2016,3,1~10,대림2,2001,17,101.48,"    54,800"
1,11530, 신도림동,2016,3,1~10,동아3,2000,23,110.302,"    64,000"
2,11530, 신도림동,2016,3,1~10,SK VIEW,2006,16,84.98,"    47,800"
3,11530, 신도림동,2016,3,1~10,신도림우성3,1993,2,84.75,"    42,000"
4,11530, 신도림동,2016,3,1~10,디큐브시티,2011,44,105.45,"    88,400"
5,11530, 신도림동,2016,3,1~10,동아3,2000,23,84.99,"    45,500"
6,11530, 신도림동,2016,3,1~10,동아2,2000,8,112.354,"    60,000"
7,11530, 신도림동,2016,3,1~10,대림e-편한세상4,2003,20,152.07,"    88,500"
8,11530, 신도림동,2016,3,1~10,대림e-편한세상4,2003,14,84.78,"    71,700"
9,11530, 신도림동,2016,3,1~10,신도림3차푸르지오,2007,13,82.8,"    48,500"
0,11530, 신도림동,2016,4,1~10,디큐브시티,2011,9,59.95,"    56,500"
1,11530, 신도림동,2016,4,1~10,현대,1999,14,59.73,"    35,000"
2,11530, 신도림동,2016,4,1~10,동아2,2000,15,59.595,"    41,900"
3,11530, 신도림동,2016,4,1~10,동아1,1999,11,84.908,"    53,500"
4,11530, 신도림동,2016,4,1~10,대림2,2001,2,59.88,"    37,400"
5,11530, 신도림동,2016,4,1~10,미성,1987,10,52.45,"    27,000"
6,11530, 신도림동,2016,4,1~10,대림2,2001,20,84.95,"    50,500"
7,11530, 신도림동,2016,4,1~10,동아1,1999,11,169.199,"    69,800"
8,11530, 신도림동,2016,4,1~10,동아2,2000,3,84.908,"    53,000"
9,11530, 신도림동,2016,4,1~10,대림e-편한세상6,2003,5,84.816,"    50,000"
0,11530, 신도림동,2016,5,1~10,동아3,2000,15,84.99,"    55,700"
1,11530, 신도림동,2016,5,1~10,대림e-편한세상4,2003,9,117.74,"    83,400"
2,11530, 신도림동,2016,5,1~10,동아1,1999,3,84.908,"    53,200"
3,11530, 신도림동,2016,5,1~10,미성,1987,3,52.45,"    27,500"
4,11530, 신도림동,2016,5,1~10,동아1,1999,14,59.978,"    44,500"
5,11530, 신도림동,2016,5,1~10,SK VIEW,2006,8,84.98,"    49,000"
6,11530, 신도림동,2016,5,1~10,대림e-편한세상7차,2004,12,84.928,"    58,000"
7,11530, 신도림동,2016,5,1~10,신도림우성5,1994,8,59.91,"    34,900"
8,11530, 신도림동,2016,5,1~10,신도림팰러티움,2006,18,84.51,"    36,650"
9,11530, 신도림동,2016,5,1~10,대림2,2001,16,84.95,"    50,700"
0,11530, 신도림동,2016,6,1~10,미성,1987,5,52.45,"    26,700"
1,11530, 신도림동,2016,6,1~10,대림e-편한세상5,2003,22,84.789,"    55,700"
2,11530, 신도림동,2016,6,1~10,대림2,2001,2,84.95,"    47,500"
3,11530, 신도림동,2016,6,1~10,대림2,2001,18,59.9,"    37,700"
4,11530, 신도림동,2016,6,1~10,대림2,2001,7,59.88,"    37,500"
5,11530, 신도림동,2016,6,1~10,동아1,1999,7,84.908,"    52,500"
6,11530, 신도림동,2016,6,1~10,대림e-편한세상5,2003,4,84.789,"    56,000"
7,11530, 신도림동,2016,6,1~10,대림1,1999,14,59.93,"    41,000"
8,11530, 신도림동,2016,6,1~10,동아2,2000,20,59.595,"    43,200"
9,11530, 신도림동,2016,6,1~10,대림e-편한세상4,2003,11,152.07,"    89,800"
0,11530, 신도림동,2016,7,1~10,대림2,2001,9,134.99,"    59,000"
1,11530, 신도림동,2016,7,1~10,대림e-편한세상4,2003,1,84.78,"    65,900"
2,11530, 신도림동,2016,7,1~10,대림e-편한세상7차,2004,6,84.928,"    57,000"
3,11530, 신도림동,2016,7,1~10,대림e-편한세상7차,2004,14,84.928,"    59,000"
4,11530, 신도림동,2016,7,1~10,대림1,1999,10,59.9,"    40,800"
5,11530, 신도림동,2016,7,1~10,현대,1999,7,59.73,"    38,150"
6,11530, 신도림동,2016,7,1~10,신도림우성3,1993,15,84.75,"    49,000"
7,11530, 신도림동,2016,7,1~10,대림e-편한세상5,2003,8,84.789,"    55,000"
8,11530, 신도림동,2016,7,1~10,대림1,1999,19,59.88,"    40,900"
9,11530, 신도림동,2016,7,1~10,디큐브시티,2011,4,59.88,"    58,200"
0,11530, 신도림동,2016,8,1~10,신도림팰러티움,2006,6,84.94,"    33,000"
1,11530, 신도림동,2016,8,1~10,대림1,1999,19,101.48,"    50,500"
2,11530, 신도림동,2016,8,1~10,동아1,1999,7,59.978,"    44,700"
3,11530, 신도림동,2016,8,1~10,동아2,2000,22,59.595,"    42,500"
4,11530, 신도림동,2016,8,1~10,대림2,2001,11,101.48,"    57,800"
5,11530, 신도림동,2016,8,1~10,현대,1999,13,83.76,"    47,000"
6,11530, 신도림동,2016,8,1~10,동아1,1999,11,84.908,"    54,000"
7,11530, 신도림동,2016,8,1~10,동아1,1999,17,84.908,"    55,000"
8,11530, 신도림동,2016,8,1~10,동아2,2000,12,59.595,"    43,200"
9,11530, 신도림동,2016,8,1~10,동아2,2000,11,112.354,"    65,800"
0,11530, 신도림동,2016,9,1~10,동아2,2000,16,112.354,"    67,000"
1,11530, 신도림동,2016,9,1~10,동아1,1999,8,59.978,"    48,800"
2,11530, 신도림동,2016,9,1~10,대림3,2001,3,84.51,"    49,700"
3,11530, 신도림동,2016,9,1~10,동아1,1999,13,84.908,"    55,000"
4,11530, 신도림동,2016,9,1~10,신도림우성3,1993,9,84.75,"    49,500"
5,11530, 신도림동,2016,9,1~10,대림3,2001,6,114.55,"    55,800"
6,11530, 신도림동,2016,9,1~10,동아3,2000,12,110.302,"    70,700"
7,11530, 신도림동,2016,9,1~10,동아2,2000,4,59.595,"    41,900"
8,11530, 신도림동,2016,9,1~10,대림e-편한세상5,2003,2,84.789,"    53,000"
9,11530, 신도림동,2016,9,1~10,동아1,1999,25,84.908,"    57,000"
0,11530, 신도림동,2016,10,1~10,대림1,1999,4,59.88,"    41,000"
1,11530, 신도림동,2016,10,1~10,대림1,1999,22,59.9,"    43,700"
2,11530, 신도림동,2016,10,1~10,대림1,1999,8,59.88,"    40,500"
3,11530, 신도림동,2016,10,1~10,대림2,2001,17,59.9,"    45,000"
4,11530, 신도림동,2016,10,1~10,동아1,1999,27,84.908,"    54,000"
5,11530, 신도림동,2016,10,1~10,대림e-편한세상4,2003,10,117.74,"    83,200"
6,11530, 신도림동,2016,10,1~10,신성은하수,1997,5,59.88,"    35,500"
7,11530, 신도림동,2016,10,1~10,동아1,1999,4,84.908,"    53,300"
8,11530, 신도림동,2016,10,1~10,대림e-편한세상4,2003,2,84.78,"    68,500"
9,11530, 신도림동,2016,10,1~10,대림1,1999,19,84.95,"    49,500"
0,11530, 신도림동,2016,11,1~10,대림1,1999,13,59.82,"    40,900"
1,11530, 신도림동,2016,11,1~10,대림2,2001,22,84.95,"    55,000"
2,11530, 신도림동,2016,11,1~10,대림e-편한세상4,2003,12,117.74,"    85,500"
3,11530, 신도림동,2016,11,1~10,SK VIEW,2006,15,84.96,"    51,300"
4,11530, 신도림동,2016,11,1~10,대림e-편한세상4,2003,10,152.07,"    95,000"
5,11530, 신도림동,2016,11,1~10,SK VIEW,2006,14,84.98,"    53,000"
6,11530, 신도림동,2016,11,1~10,대림1,1999,3,59.88,"    40,900"
7,11530, 신도림동,2016,11,1~10,대림2,2001,15,84.95,"    55,000"
8,11530, 신도림동,2016,11,1~10,대림1,1999,23,59.9,"    44,900"
9,11530, 신도림동,2016,11,1~10,동아1,1999,1,84.908,"    50,000"
0,11530, 신도림동,2016,12,1~10,동아3,2000,9,84.99,"    62,500"
1,11530, 신도림동,2016,12,1~10,신도림팰러티움,2006,4,84.51,"    36,800"
2,11530, 신도림동,2016,12,1~10,동아2,2000,1,112.354,"    62,000"
3,11530, 신도림동,2016,12,1~10,동아2,2000,25,84.908,"    58,200"
4,11530, 신도림동,2016,12,1~10,동아2,2000,3,59.595,"    43,300"
5,11530, 신도림동,2016,12,1~10,대림e-편한세상5,2003,17,84.789,"    51,000"
6,11530, 신도림동,2016,12,1~10,동아2,2000,19,59.595,"    46,000"
7,11530, 신도림동,2016,12,11~20,대림e-편한세상7차,2004,2,116.308,"    66,500"
8,11530, 신도림동,2016,12,11~20,SK VIEW,2006,22,84.98,"    51,000"
9,11530, 신도림동,2016,12,11~20,우성2,1996,3,84.82,"    46,300"
0,11530, 신도림동,2017,1,1~10,대림e-편한세상4,2003,1,117.74,"    79,300"
1,11530, 신도림동,2017,1,1~10,현대,1999,9,59.73,"    38,500"
